,Flag of vessel,Date vessel departed with captives,Vessel name,Captain's name,Reordered Captain's name respelled,Original Captain's name,Vessel name corrected,Original Vessel name
1035,Netherlands,,,"Sijmonsz, Dirck", Dirck Sijmonsz,,,
1036,Netherlands,,Sloterdijk,,,,,
1037,Netherlands,1645-02-01T00:00:00Z,Haarlem,"Hoen, Sijmen", Sijmen Hoen,,,
1038,Netherlands,1646-02-12T00:00:00Z,Eendracht van Amsterdam,"Bottelier, Jan Teunissen", Jan Teunissen Bottelier,,,
1039,Netherlands,1646-02-12T00:00:00Z,Eendracht van Amsterdam,"Janssen, Barent", Barent Janssen,,,
1040,Netherlands,1646-02-12T00:00:00Z,Eendracht van Enkhuizen,"Schuyt, Cornelys", Cornelys Schuyt,,,
1041,Netherlands,,Samaritain,"Neel, Matys", Matys Neel,,,
1042,Netherlands,,Samaritain,"Burch, Hendrik van den", Hendrik van den Burch,,,
1043,Netherlands,,Jonge Samaritaen,"Telier, Jan", Jan Telier,,,
1044,Netherlands,,Vredenburg,"Backer, Joris Gerritsz", Joris Gerritsz Backer,,,
1045,Netherlands,,S Pieter,"Kimmel, Simon Sandersz", Simon Sandersz Kimmel,,,
1046,Netherlands,,Hoop,"Meijndertse, Ide", Ide Meijndertse,,,
1047,Netherlands,,Brak,"Speldernuen, Jan Jacobsz", Jan Jacobsz Speldernuen,,,
1048,Netherlands,1672-01-22T00:00:00Z,Margareta,"Breehaan, Hendrick", Hendrick Breehaan,,,
1049,Netherlands,1672-01-22T00:00:00Z,Margareta,"Pietersen, Andries", Andries Pietersen,,,
1050,Netherlands,,S Maria,"Schrael, Jan Jansz", Jan Jansz Schrael,,,
1051,Netherlands,1659-02-17T00:00:00Z,Vergulde Zalm,"Dijck, Gerrit Jansz van", Gerrit Jansz van Dijck,,,
1052,Netherlands,1661-04-06T00:00:00Z,Coninck Salomon,"Vertolen, Andries Cornelis", Andries Cornelis Vertolen,,,
1053,Netherlands,1671-07-03T00:00:00Z,Rebecca,"Vertolen, Andries Cornelis", Andries Cornelis Vertolen,,,
1054,Netherlands,,Jonge Prins van Oranje,"Schaap, Isaac Gerritse", Isaac Gerritse Schaap,,,
1055,Netherlands,,Jonge Prins van Oranje,"Dircksz, Sijmon", Sijmon Dircksz,,,
1056,Netherlands,,Jupiter,"Graaf, Jacob Alberts", Jacob Alberts Graaf,,,
1057,Netherlands,1670-10-20T00:00:00Z,Hoop,"Meijndertse, Ide", Ide Meijndertse,,,
1058,Netherlands,,,,,,,
1059,Netherlands,1713-06-24T00:00:00Z,Acredam,"Sas, Jurriaan", Jurriaan Sas,,,
1060,Netherlands,1713-06-24T00:00:00Z,Acredam,"Schalkendam, Andries", Andries Schalkendam,,,
1061,Netherlands,1715-09-19T00:00:00Z,Acredam,"Grootschaar, Pieter", Pieter Grootschaar,,,
1062,Netherlands,1717-10-07T00:00:00Z,Acredam,"Louw, Claas Cornelis", Claas Cornelis Louw,,,
1063,Netherlands,,Acredam,"Teijl, Jacob", Jacob Teijl,,,
1064,Netherlands,1721-04-01T00:00:00Z,Acredam,"Hagerop, Rijk", Rijk Hagerop,,,
1065,Netherlands,1721-04-01T00:00:00Z,Acredam,"Ras, Pieter", Pieter Ras,,,
1066,Netherlands,,Acredam,"Kreeft, Benjamin", Benjamin Kreeft,,,
1067,Netherlands,1725-05-10T00:00:00Z,Acredam,"Parre, Adriaan van der", Adriaan van der Parre,,,
1068,Netherlands,,Acredam,"Lindenberg, Jurriaan", Jurriaan Lindenberg,,,
1069,Netherlands,,Adrichem,"Storck, Pieter Teunisz", Pieter Teunisz Storck,,,
1070,Netherlands,,Adrichem,"Bruijn, Jacob", Jacob Bruijn,,,
1071,Netherlands,,Adrichem,"Decker, Claas", Claas Decker,,,
1072,Netherlands,,Adrichem,"Hoeven, Jan van der", Jan van der Hoeven,,,
1073,Netherlands,1712-01-23T00:00:00Z,Adrichem,"Weteringhe, Cornelis van der", Cornelis van der Weteringhe,,,
1074,Netherlands,1715-04-02T00:00:00Z,Adrichem,"Weteringhe, Cornelis van der", Cornelis van der Weteringhe,,,
1075,Netherlands,1715-04-02T00:00:00Z,Adrichem,"Goedhals, Pieter", Pieter Goedhals,,,
1076,Netherlands,1717-02-06T00:00:00Z,Adrichem,"Goedhals, Pieter", Pieter Goedhals,,,
1077,Netherlands,1718-11-16T00:00:00Z,Adrichem,"Goedhals, Pieter", Pieter Goedhals,,,
1078,Netherlands,,Adrichem,"Oversluijs, Pieter", Pieter Oversluijs,,,
1079,Netherlands,1675-12-12T00:00:00Z,Africa,"Pietersz, Reijer", Reijer Pietersz,,,
1080,Netherlands,1675-12-12T00:00:00Z,Africa,"Carstensen, Claas", Claas Carstensen,,,
1081,Netherlands,1679-10-17T00:00:00Z,Africa,"Stolck, Arent Gijsen van der", Arent Gijsen van der Stolck,,,
1082,Netherlands,,Africa,"Thomasz, Frederick", Frederick Thomasz,,,
1083,Netherlands,1710-03-15T00:00:00Z,Africa (a) S José,"Roos, Pieter", Pieter Roos,,Africa , S José
1084,Netherlands,1714-12-20T00:00:00Z,Agatha,"Broun, Jacob", Jacob Broun,,,
1085,Netherlands,1717-01-19T00:00:00Z,Agatha,"Broun, Jacob", Jacob Broun,,,
1086,Netherlands,,Aletta Maria,"Arel, Jan van", Jan van Arel,,,
1087,Netherlands,1685-10-03T00:00:00Z,Alida,"Balck, Jan Jacobsz", Jan Jacobsz Balck,,,
1088,Netherlands,1706-06-20T00:00:00Z,Stad Amsterdam,"Storck, Pieter Teunisz", Pieter Teunisz Storck,,,
1089,Netherlands,1707-10-18T00:00:00Z,Stad Amsterdam,"Sas, Jurriaan", Jurriaan Sas,,,
1090,Netherlands,1710-01-13T00:00:00Z,Stadt Amsterdam,"Sas, Jurriaan", Jurriaan Sas,,,
1091,Netherlands,,Stad Amsterdam,"Brouwer, Sipke Egberts", Sipke Egberts Brouwer,,,
1092,Netherlands,1724-06-22T00:00:00Z,Amsterdam,"Bouman, Cornelis", Cornelis Bouman,,,
1093,Netherlands,1726-04-27T00:00:00Z,Amsterdam,"Hoop, Joost", Joost Hoop,,,
1094,Netherlands,,Amsterdam,"Bruijn, Jan Harmensz", Jan Harmensz Bruijn,,,
1095,Netherlands,1732-06-08T00:00:00Z,Amsterdam,"Vlugt, Jan", Jan Vlugt,,,
1096,Netherlands,1700-06-22T00:00:00Z,Annaboa,"Roem, Jan Sijmonsz", Jan Sijmonsz Roem,,,
1097,Netherlands,,Apolonia (a) Christina,"Boogaart, Mathijs", Mathijs Boogaart,,Apolonia , Christina
1098,Netherlands,,Apolonia (a) Christina,"Willemsen, Marinus", Marinus Willemsen,,Apolonia , Christina
1099,Netherlands,1691-11-24T00:00:00Z,Arent,"Huijgen, Abraham", Abraham Huijgen,,,
1100,Netherlands,1710-07-10T00:00:00Z,Axim,"Jacobsz, Pieter", Pieter Jacobsz,,,
1101,Netherlands,,Bekestein,"Wolf, Dirk de", Dirk de Wolf,,,
1102,Netherlands,,Bekestein,"Wolf, Dirk de", Dirk de Wolf,,,
1103,Netherlands,,Bekestein,"Parre, Adriaan van der", Adriaan van der Parre,,,
1104,Netherlands,1726-05-29T00:00:00Z,Bekestein,"Bas, Jacob", Jacob Bas,,,
1105,Netherlands,1726-05-29T00:00:00Z,Bekestein,"Jensen, Jacob", Jacob Jensen,,,
1106,Netherlands,1728-10-30T00:00:00Z,Bekestein,"Mooylieves, Cornelis", Cornelis Mooylieves,,,
1107,Netherlands,1731-02-18T00:00:00Z,Bekestein,"Graan, Andries", Andries Graan,,,
1108,Netherlands,,Bekestein,"Bruijn, Jan Harmensz", Jan Harmensz Bruijn,,,
1109,Netherlands,1735-12-15T00:00:00Z,Bekestein,"Snoek, Isaak", Isaak Snoek,,,
1110,Netherlands,1700-08-07T00:00:00Z,Beschermer,"Valies, Thomas Jansz", Thomas Jansz Valies,,,
